,I,P,S,B,K,A
0,2.0,-2.0,1.0,-2.0,0.5469758640037969,0.7692886223122014
1,2.0,-2.0,0.0,-2.0,0.7920484627449811,0.42830173126095517
2,2.0,-2.0,1.0,-2.0,0.9463070984897995,2.0847272487882926
3,2.0,-2.0,0.0,-2.0,0.3407051804163533,1.4210491328468347
4,2.0,-2.0,1.0,-2.0,0.2947670790015714,1.310394455138358
5,2.0,-2.0,0.0,-2.0,0.8445430191169104,-0.10216380083345075
6,2.0,-2.0,1.0,-2.0,0.7511186495283615,0.01639801211890135
7,2.0,-2.0,1.0,-2.0,0.8036202488614359,2.1848132819338426
8,2.0,-2.0,1.0,-2.0,0.48093277308028076,-0.23802570664983103
9,2.0,-2.0,1.0,-2.0,0.7315569870256173,1.0218091099050823
10,2.0,-2.0,1.0,-2.0,0.3503418089391394,3.7294623061617194
11,2.0,-2.0,1.0,-2.0,0.33714897740224875,2.0402318143669644
12,2.0,-2.0,1.0,-2.0,0.39954937251753375,-1.2178179662224884
13,2.0,-2.0,1.0,-2.0,0.13572529524225488,5.274406340267412
14,2.0,-2.0,1.0,-2.0,0.3539814841942389,-0.705198312156746
15,2.0,-2.0,1.0,-2.0,0.8228273695431036,-0.2377632979594526
16,2.0,-2.0,0.0,-2.0,0.7289326968494371,0.6973283675902097
17,2.0,-2.0,0.0,-2.0,0.3691503017693275,2.396300094854813
18,2.0,-2.0,1.0,-2.0,0.8513289730642447,0.8774108159254488
19,2.0,-2.0,1.0,-2.0,0.5796928357701726,3.1223306385087835
20,2.0,-2.0,0.0,-2.0,0.7558360070561363,0.1840509092045311
21,2.0,-2.0,1.0,-2.0,0.36732165290115903,-1.180993068083699
22,2.0,-2.0,1.0,-2.0,0.5363289640183663,-1.6460010378907781
23,2.0,-2.0,1.0,-2.0,0.3146398998407726,1.8078018417547255
24,2.0,-2.0,1.0,-2.0,0.5303528727600579,-1.6098414616956815
25,2.0,-2.0,1.0,-2.0,0.5607357508494183,0.09595218917545312
26,2.0,-2.0,1.0,-2.0,0.16874106412310452,1.4205037219297905
27,2.0,-2.0,1.0,-2.0,0.5649414287259965,0.898845785245915
28,2.0,-2.0,1.0,-2.0,0.6387979248652943,2.112572078248241
29,2.0,-2.0,1.0,-2.0,0.7713151192277378,0.2965354589612863
30,2.0,-2.0,0.0,-2.0,0.313558492847948,0.3391943374983989
31,2.0,-2.0,0.0,-2.0,0.7194366759654603,-0.7113592228439363
32,2.0,-2.0,1.0,-2.0,0.810890511371057,2.5041311908210773
33,2.0,-2.0,0.0,-2.0,0.3892604213175368,0.9109445446004671
34,2.0,-2.0,1.0,-2.0,0.1730607480777418,-0.8563256852722951
35,2.0,-2.0,0.0,-2.0,0.9550190099081097,-0.153574701563247
36,2.0,-2.0,0.0,-2.0,0.4941178106104803,-0.026733219504873923
37,2.0,-2.0,1.0,-2.0,0.48419163758563016,-0.5515404937558652
38,2.0,-2.0,1.0,-2.0,0.41208373472940535,4.218934664791213
39,2.0,-2.0,1.0,-2.0,0.7661046546261551,-0.2547718286528826
40,2.0,-2.0,1.0,-2.0,0.3762666539995428,3.544558095933768
41,2.0,-2.0,0.0,-2.0,0.9001418724869629,1.9603116722719105
42,2.0,-2.0,1.0,-2.0,0.7273104329473998,-1.727295232177478
43,2.0,-2.0,0.0,-2.0,0.7916558905519456,-1.311274898626412
44,2.0,-2.0,0.0,-2.0,0.47680646907036983,2.3520182198733717
45,2.0,-2.0,0.0,-2.0,0.7520448565079217,0.3983783364532061
46,2.0,-2.0,1.0,-2.0,0.4469247534737956,-1.2233879315479625
47,2.0,-2.0,0.0,-2.0,0.11661838897677815,0.5941135706968268
48,2.0,-2.0,1.0,-2.0,0.6869326066965536,1.373836635210067
49,2.0,-2.0,0.0,-2.0,0.2089415158186288,-0.10193025569065069
